일자,지점번호,지점명,황사관측(O/X),평균 미세먼지 농도(㎍/㎥),평균 풍속(m/s),최대 풍속(m/s),최대 풍속 풍향(16방위),최다풍향(16방위),기사,최단시정(10m),대기확산지수:+03시간,+06시간,+09시간,+12시간,+15시간,+18시간,+21시간,+24시간
2023-04-14,143,대구,X,61,1.2,3.1,250,340,{비}1548-1558. {비}1817-{비}{강도0}2100-{비}{강도0}2400-,1005,,,,,,,,
2023-04-14,146,전주,X,51,1,2.6,340,140,{비}1450-{비}{강도0}1500-1545. {비}1915-{비}{강도0}2100-{비}{강도0}2400-,1225,,,,,,,,
2023-04-14,152,울산,X,36,1.6,4.4,200,200,{비}1225-1320. {비}1605-1615. {비}1710-{비}{강도0}1800-{비}{강도0}2100-2245.,1031,,,,,,,,
2023-04-14,155,창원,X,,0.9,3.5,160,160,{비}1120-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2120. {박무}1145-{박무}{강도0}1200-1212. {박무}1732-{박무}{강도0}1800-1850. {박무}1905-2035. {비}2256-2306.,460,,,,,,,,
2023-04-14,156,광주,X,41,0.5,2.2,90,70,{비}1018-1110. {비}1146-{비}{강도0}1200-1210. {비}1227-{비}{강도0}1500-1640. {비}1722-{비}{강도0}1800-{비}{강도0}2100-2253. {비}2311-{비}{강도0}2400-,562,,,,,,,,
2023-04-14,159,부산,X,,3.1,6.2,250,250,{비}1059-{비}{강도0}1200-1415. {비}1504-{비}{강도0}1800-{비}{강도0}2100-2240. {박무}1615-{박무}{강도0}1800-2009. {박무}2038-2057. {비}2305-{비}{강도0}2400- {박무}2352-{박무}{강도0}2400-,526,,,,,,,,
2023-04-14,165,목포,X,,2.5,5.3,110,140,{비}0744-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-,369,,,,,,,,
2023-04-14,168,여수,X,,2.5,7.4,90,70,{비}1034-{비}{강도0}1200-1208. {비}1341-1355. {비}1408-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1418-{박무}{강도0}1500-1553. {박무}2008-{박무}{강도0}2100-2131. {박무}2343-{박무}{강도0}2400-,474,,,,,,,,
2023-04-14,169,흑산도,X,36,6,9.5,180,180,{비}0612-{비}{강도0}0900-0910. {박무}0637-0840. {비}1040-{비}{강도0}1200-{비}{강도0}1500-1710. {박무}1220-{박무}{강도2}1500-{시정(미만)}{1km}{안개}1520-{시정(미만)}{0.5km}{안개}1640-{안개}{강도1}1800-{시정(이상)}{0.5km}{안개}1953-{안개}{강도0}2100-{시정(미만)}{0.5km}{안개}2314-{안개}{강도1}2400- {비}1805-{비}{강도0}2100-2354.,21,,,,,,,,
2023-04-14,177,홍성,O,,1.4,3.7,50,50,-{황사}-0155.,2071,,,,,,,,
2023-04-14,184,제주,X,,3,7.7,110,90,{비}0251-{비}{강도0}0300-{비}{강도0}0600-0620. {비}0741-{비}{강도0}0900-{비}{강도0}1200-{비}{강도1}1500-1657. {안개비}2106-2228. {박무}2143-{박무}{강도0}2400- {비}2340-{비}{강도0}2400-,363,,,,,,,,
2023-04-14,189,서귀포,X,,2.4,5.1,70,50,{비}0220-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도1}1500-{비}{강도0}1800-{안개비}1919-{안개비}{강도0}2100-2230.,218,,,,,,,,
